Quantity,UnitPrice,ItemsInCart,OrderYear,OrderQuarter,OrderMonth,OrderDayOfWeek,IsWeekend,OrderMonthSin,OrderMonthCos,HasCoupon,IsDigitalPayment,CartUtilization,AddressNumber,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,CouponCode_FREESHIP,CouponCode_NO_COUPON,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponFamily_Discount10,CouponFamily_FreeShipping,CouponFamily_NoCoupon,CouponFamily_Seasonal15,UnitPriceTier_Budget,UnitPriceTier_High,UnitPriceTier_Luxury,UnitPriceTier_Standard,TotalPrice
1.4599927111375317,1.08682249813983,0.664172972454992,-1.0224759490947237,-1.210281753583567,-1.4942119743585196,-0.5188694576358462,-0.6520568589229075,0.558977532937371,1.3108722279739546,0.5888984180666023,0.5078007830046403,0.5381476366022634,1.371981768328651,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2853.1
-0.6722481651688026,-1.0404260837596462,-1.0894190340268355,0.30974027122426084,0.6269581000537265,0.5997787804982646,0.46866955769011015,-0.6520568589229075,-1.433802390121908,-0.5993933813634754,0.5888984180666023,0.5078007830046403,0.34749871042862246,0.9792433570296835,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,302.7
1.4599927111375317,0.9856529970472747,1.1025709740754488,0.30974027122426084,-1.210281753583567,-1.1950704379504076,-1.0126389652988244,-0.6520568589229075,1.0929413040140596,0.799018100623044,0.5888984180666023,0.5078007830046403,0.180680900026687,-0.1840104135796392,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2753.4
-1.3829951239375806,-0.42224694568959065,-0.2126230307859217,-1.0224759490947237,1.5455780268723733,1.1980618533144887,1.4562085730160665,1.533608589980693,-1.4338023901219081,0.799018100623044,0.5888984180666023,0.5078007830046403,-1.5208607660730562,-1.0704771133687372,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,273.19
0.7492457523687536,1.367854527503753,1.1025709740754488,1.6419564915432456,-0.29166182676492025,-0.29764582872607154,-0.025099949972868033,-0.6520568589229075,0.558977532937371,-1.1112475087143856,0.5888984180666023,0.5078007830046403,-0.31977253117911986,0.3994866546359696,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2504.04
-0.6722481651688026,-0.5609110612793363,-0.6510210324063785,-1.0224759490947237,1.5455780268723733,1.1980618533144887,-1.5064084729618026,-0.6520568589229075,-1.4338023901219081,0.799018100623044,0.5888984180666023,0.5078007830046403,-0.31977253117911986,1.3944239632600206,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,491.72
-1.3829951239375806,1.5627351963585692,0.22577497083453513,1.6419564915432456,-0.29166182676492025,0.0014957076820405282,-1.0126389652988244,-0.6520568589229075,-0.17043054305392408,-1.2985991223567341,0.5888984180666023,0.5078007830046403,-1.6543150143946048,1.5889229859985567,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,664.42
1.4599927111375317,-1.0495587368171486,1.5409689756959057,-1.0224759490947237,-0.29166182676492025,-0.29764582872607154,0.46866955769011015,-0.6520568589229075,0.558977532937371,-1.1112475087143856,0.5888984180666023,-1.969276207261898,-0.09734878397653891,0.5416205558679769,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,747.75
-0.6722481651688026,-1.1270340769216278,-1.5278170356472922,1.6419564915432456,-0.29166182676492025,-0.5967873651341835,-0.5188694576358462,-0.6520568589229075,1.0929413040140599,-0.5993933813634744,-1.6980857297648633,0.5078007830046403,1.6820411936441075,1.2822129886031728,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,268.56
0.7492457523687536,0.7761093463390241,0.22577497083453513,-1.0224759490947237,1.5455780268723733,1.4972033897226007,-1.0126389652988244,-0.6520568589229075,-0.8998386190452201,1.3108722279739542,0.5888984180666023,0.5078007830046403,0.34749871042862246,-1.71756040055656,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2037.52
